job_number,job_date,job_state,service,tasker_number,job_value,tasker_payout
25771,2023-01-06,completed,ironing,807,124.0,89.0
28468,2023-01-06,completed,heavy_cleaning,1529,253.0,201.0
3402,2023-01-06,completed,cleaning,1647,117.0,105.0
13681,2023-01-06,completed,cleaning,2422,110.0,89.0
26797,2023-01-06,completed,cleaning,2151,76.0,86.0
28404,2023-01-06,completed,cleaning,2084,238.0,171.0
29099,2023-01-06,completed,cleaning,1600,145.0,132.0
12549,2023-01-06,cancelled,business_cleaning,,186.0,118.0
12038,2023-01-06,completed,heavy_cleaning,890,229.0,196.0
27634,2023-01-06,completed,heavy_cleaning,2321,191.0,158.0
3341,2023-01-06,completed,ironing,1517,160.0,119.0
13591,2023-01-06,completed,cleaning,981,173.0,127.0
26064,2023-01-06,completed,cleaning,324,193.0,121.0
28814,2023-01-06,completed,cleaning,856,209.0,134.0
12239,2023-01-06,completed,cleaning,2041,129.0,89.0
8676,2023-01-06,completed,cleaning,1610,119.0,84.0
2961,2023-01-06,cancelled,cleaning,,166.0,122.0
2954,2023-01-06,cancelled,cleaning,,168.0,144.0
11196,2023-01-06,cancelled,ironing,,105.0,92.0
12496,2023-01-06,cancelled,cleaning,1559,200.0,173.0
27384,2023-01-06,cancelled,cleaning,,117.0,88.0
3268,2023-01-06,completed,cleaning,166,153.0,103.0
14672,2023-01-06,cancelled,heavy_cleaning,,585.0,479.0
28806,2023-01-06,completed,cleaning,2709,117.0,75.0
2579,2023-01-06,cancelled,cleaning,700,91.0,81.0
4613,2023-01-06,cancelled,cleaning,,9.0,119.0
9236,2023-01-06,cancelled,cleaning,,206.0,140.0
19989,2023-01-06,completed,cleaning,2570,134.0,90.0
4424,2023-01-06,cancelled,heavy_cleaning,,226.0,194.0
26586,2023-01-06,completed,cleaning,1131,154.0,90.0
12365,2023-01-06,completed,cleaning,2060,-6.0,132.0
3292,2023-01-06,completed,cleaning,2568,169.0,147.0
3234,2023-01-06,completed,cleaning,321,135.0,98.0
27487,2023-01-06,completed,cleaning,2515,200.0,144.0
6304,2023-01-06,cancelled,cleaning,,187.0,142.0
28818,2023-01-06,cancelled,cleaning,,199.0,121.0
11536,2023-01-06,cancelled,cleaning,,131.0,86.0
6679,2023-01-06,cancelled,cleaning,1057,179.0,124.0
3254,2023-01-06,completed,cleaning,446,145.0,110.0
12235,2023-01-06,completed,cleaning,1914,115.0,84.0
974,2023-01-06,cancelled,cleaning,,312.0,248.0
12523,2023-01-06,completed,express_cleaning,2043,35.0,29.0
8808,2023-01-06,completed,cleaning,344,116.0,86.0
12364,2023-01-06,completed,cleaning,1525,136.0,95.0
28279,2023-01-06,cancelled,cleaning,,170.0,106.0
28238,2023-01-06,completed,cleaning,1776,153.0,97.0
1121,2023-01-06,cancelled,cleaning,1792,153.0,114.0
28535,2023-01-06,completed,cleaning,2070,172.0,110.0
1169,2023-01-06,cancelled,heavy_cleaning,678,221.0,163.0
12183,2023-01-06,completed,cleaning,2630,107.0,70.0
27307,2023-01-06,completed,cleaning,493,195.0,144.0
12432,2023-01-06,completed,cleaning,2004,142.0,131.0
3513,2023-01-07,cancelled,cleaning,,205.0,157.0
21218,2023-01-07,cancelled,cleaning,,212.0,172.0
29261,2023-01-07,completed,cleaning,1170,120.0,73.0
3551,2023-01-07,cancelled,cleaning,,132.0,87.0
28891,2023-01-07,cancelled,cleaning,,135.0,83.0
3488,2023-01-07,cancelled,cleaning,,147.0,104.0
8267,2023-01-07,cancelled,cleaning,,137.0,122.0
10712,2023-01-07,completed,cleaning,391,142.0,129.0
26559,2023-01-07,completed,cleaning,760,160.0,123.0
739,2023-01-07,cancelled,cleaning,,148.0,129.0
29199,2023-01-07,cancelled,cleaning,2383,186.0,131.0
3521,2023-01-07,cancelled,cleaning,13,110.0,93.0
23162,2023-01-07,completed,pre_moving_cleaning,387,248.0,139.0
12132,2023-01-07,cancelled,heavy_cleaning,2356,185.0,129.0
8775,2023-01-07,cancelled,cleaning,,198.0,132.0
27948,2023-01-07,completed,cleaning,2578,0.0,154.0
3183,2023-01-07,cancelled,cleaning,,219.0,144.0
28740,2023-01-07,completed,furniture_assembly,1427,150.0,88.0
29315,2023-01-07,completed,cleaning,1618,144.0,101.0
12132,2023-01-07,cancelled,heavy_cleaning,316,185.0,153.0
1747,2023-01-07,cancelled,cleaning,,117.0,100.0
12745,2023-01-07,completed,cleaning,1211,167.0,135.0
26030,2023-01-07,completed,cleaning,701,139.0,93.0
3798,2023-01-07,cancelled,cleaning,,150.0,133.0
1433,2023-01-07,cancelled,cleaning,1541,138.0,97.0
11337,2023-01-07,cancelled,cleaning,,135.0,115.0
12706,2023-01-07,cancelled,cleaning,2299,125.0,119.0
29118,2023-01-07,cancelled,cleaning,1964,175.0,119.0
7539,2023-01-07,completed,cleaning,2420,137.0,112.0
125,2023-01-07,cancelled,cleaning,,172.0,131.0
29765,2023-01-07,completed,cleaning,2445,153.0,136.0
30111,2023-01-07,cancelled,cleaning,1412,200.0,135.0
16067,2023-01-07,cancelled,cleaning,2391,160.0,116.0
29224,2023-01-07,completed,furniture_assembly,724,108.0,70.0
24540,2023-01-07,cancelled,cleaning,698,166.0,124.0
3693,2023-01-07,cancelled,cleaning,2456,186.0,151.0
12667,2023-01-07,completed,cleaning,183,165.0,105.0
11964,2023-01-07,completed,cleaning,164,77.0,47.0
1115,2023-01-07,completed,cleaning,319,134.0,101.0
3897,2023-01-07,completed,cleaning,1051,152.0,104.0
12856,2023-01-07,completed,express_cleaning,2562,54.0,26.0
4384,2023-01-07,completed,ironing,90,63.0,46.0
1411,2023-01-07,cancelled,cleaning,,149.0,106.0
3522,2023-01-07,completed,cleaning,69,117.0,105.0
12513,2023-01-07,cancelled,express_cleaning,,40.0,26.0
20628,2023-01-07,cancelled,cleaning,1021,136.0,111.0
21714,2023-01-07,cancelled,cleaning,,2.0,115.0
2703,2023-01-07,cancelled,cleaning,966,169.0,107.0
3184,2023-01-07,cancelled,ironing,2055,150.0,118.0
30131,2023-01-07,cancelled,cleaning,2915,113.0,63.0
27239,2023-01-07,completed,cleaning,2382,196.0,139.0
3894,2023-01-07,cancelled,cleaning,2001,129.0,102.0
29641,2023-01-07,completed,furniture_assembly,2008,158.0,121.0
29673,2023-01-07,completed,furniture_assembly,2918,232.0,179.0
12757,2023-01-07,cancelled,cleaning,2346,90.0,106.0
30088,2023-01-07,completed,cleaning,2916,168.0,131.0
26254,2023-01-07,completed,ironing,452,161.0,114.0
23162,2023-01-07,completed,pre_moving_cleaning,2152,254.0,154.0
4143,2023-01-07,completed,cleaning,1121,116.0,100.0
29348,2023-01-08,cancelled,express_cleaning,,26.0,44.0
2128,2023-01-08,completed,cleaning,912,113.0,63.0
18252,2023-01-08,cancelled,cleaning,,179.0,126.0
16761,2023-01-08,cancelled,cleaning,,77.0,74.0
29861,2023-01-08,completed,pre_moving_cleaning,387,256.0,164.0
12087,2023-01-08,completed,cleaning,846,181.0,120.0
28277,2023-01-08,completed,cleaning,1763,120.0,94.0
1838,2023-01-08,cancelled,heavy_cleaning,78,190.0,154.0
5100,2023-01-08,completed,cleaning,1448,112.0,92.0
2698,2023-01-08,cancelled,cleaning,,123.0,100.0
4024,2023-01-08,cancelled,cleaning,,153.0,111.0
28821,2023-01-08,completed,cleaning,475,117.0,59.0
1688,2023-01-08,cancelled,cleaning,,188.0,162.0
29370,2023-01-08,completed,ironing,2421,79.0,82.0
7084,2023-01-08,completed,cleaning,2883,190.0,181.0
30404,2023-01-08,completed,cleaning,2178,209.0,188.0
3494,2023-01-08,cancelled,cleaning,,173.0,136.0
3651,2023-01-08,completed,cleaning,1998,119.0,73.0
30544,2023-01-08,cancelled,cleaning,,200.0,137.0
30164,2023-01-08,completed,cleaning,1679,119.0,120.0
30404,2023-01-08,completed,cleaning,567,212.0,183.0
4396,2023-01-08,cancelled,cleaning,54,117.0,96.0
28526,2023-01-08,completed,cleaning,357,176.0,143.0
29861,2023-01-08,completed,pre_moving_cleaning,1317,254.0,158.0
30404,2023-01-08,completed,cleaning,624,217.0,177.0
13026,2023-01-08,completed,cleaning,459,131.0,116.0
3611,2023-01-08,cancelled,cleaning,,165.0,120.0
1517,2023-01-09,cancelled,cleaning,,166.0,112.0
29947,2023-01-09,completed,cleaning,2535,101.0,97.0
7816,2023-01-09,completed,cleaning,2561,136.0,81.0
3259,2023-01-09,completed,cleaning,2381,120.0,82.0
30842,2023-01-09,completed,cleaning,1570,77.0,67.0
13335,2023-01-09,completed,business_cleaning,157,166.0,110.0
3591,2023-01-09,completed,cleaning,58,93.0,83.0
23625,2023-01-09,completed,cleaning,2007,99.0,85.0
5508,2023-01-09,cancelled,cleaning,,195.0,149.0
3838,2023-01-09,completed,cleaning,754,103.0,80.0
13582,2023-01-09,completed,cleaning,1459,124.0,82.0
13710,2023-01-09,completed,heavy_cleaning,93,200.0,172.0
29442,2023-01-09,completed,cleaning,2669,124.0,113.0
3057,2023-01-09,completed,cleaning,2185,169.0,136.0
30236,2023-01-09,completed,cleaning,1758,93.0,85.0
29174,2023-01-09,completed,cleaning,1225,71.0,81.0
8338,2023-01-09,cancelled,business_cleaning,,177.0,123.0
26688,2023-01-09,cancelled,cleaning,,122.0,123.0
4140,2023-01-09,completed,cleaning,992,113.0,91.0
13784,2023-01-09,completed,cleaning,1226,118.0,79.0
5635,2023-01-09,cancelled,cleaning,578,143.0,110.0
480,2023-01-09,cancelled,cleaning,1294,65.0,68.0
2709,2023-01-09,cancelled,cleaning,858,125.0,92.0
30339,2023-01-09,completed,cleaning,1539,89.0,71.0
30381,2023-01-09,completed,cleaning,49,201.0,150.0
5963,2023-01-09,cancelled,cleaning,,78.0,67.0
12886,2023-01-09,cancelled,cleaning,1279,112.0,99.0
3823,2023-01-09,cancelled,cleaning,363,169.0,135.0
1401,2023-01-09,cancelled,cleaning,2496,165.0,137.0
5087,2023-01-09,cancelled,cleaning,,141.0,109.0
16108,2023-01-09,completed,cleaning,1952,145.0,133.0
13728,2023-01-09,cancelled,heavy_cleaning,1595,205.0,163.0
13358,2023-01-09,completed,cleaning,2188,93.0,74.0
1295,2023-01-09,cancelled,cleaning,,123.0,92.0
11100,2023-01-09,cancelled,cleaning,,100.0,86.0
3831,2023-01-09,completed,cleaning,1043,174.0,139.0
15509,2023-01-09,completed,cleaning,1057,97.0,94.0
9449,2023-01-09,cancelled,cleaning,,105.0,76.0
27278,2023-01-09,cancelled,cleaning,,130.0,91.0
5224,2023-01-09,completed,cleaning,1431,120.0,70.0
3592,2023-01-09,completed,cleaning,426,100.0,79.0
7090,2023-01-09,cancelled,cleaning,,117.0,67.0
11175,2023-01-09,cancelled,cleaning,,180.0,137.0
13589,2023-01-09,completed,heavy_cleaning,2612,170.0,155.0
30663,2023-01-09,completed,furniture_assembly,577,30.0,35.0
22536,2023-01-09,cancelled,cleaning,,110.0,100.0
3512,2023-01-09,completed,cleaning,2489,154.0,112.0
1316,2023-01-09,completed,cleaning,938,125.0,90.0
17397,2023-01-09,completed,cleaning,1920,112.0,82.0
1699,2023-01-09,cancelled,cleaning,,148.0,117.0
2742,2023-01-09,cancelled,cleaning,,131.0,88.0
13747,2023-01-09,completed,business_cleaning,317,141.0,95.0
2185,2023-01-09,completed,ironing,748,100.0,56.0
29542,2023-01-09,completed,heavy_cleaning,2725,192.0,148.0
29542,2023-01-09,completed,heavy_cleaning,387,205.0,145.0
13804,2023-01-09,completed,cleaning,2216,123.0,83.0
15928,2023-01-09,completed,cleaning,2840,145.0,101.0
15388,2023-01-09,cancelled,business_cleaning,1151,147.0,59.0
1788,2023-01-09,completed,cleaning,1577,179.0,136.0
12907,2023-01-09,completed,cleaning,998,127.0,70.0
30077,2023-01-09,completed,cleaning,2715,113.0,94.0
27551,2023-01-09,completed,cleaning,2520,154.0,138.0
30563,2023-01-09,completed,cleaning,2940,150.0,119.0
3720,2023-01-09,completed,ironing,39,73.0,55.0
15613,2023-01-09,completed,cleaning,1132,118.0,87.0
5381,2023-01-09,cancelled,ironing,770,139.0,103.0
1521,2023-01-09,cancelled,cleaning,,144.0,132.0
3824,2023-01-09,cancelled,cleaning,,166.0,145.0
14722,2023-01-09,cancelled,cleaning,,183.0,150.0
24746,2023-01-09,cancelled,business_cleaning,,131.0,84.0
3776,2023-01-09,completed,cleaning,2583,144.0,109.0
30558,2023-01-09,completed,cleaning,982,169.0,106.0
27278,2023-01-09,cancelled,cleaning,1022,144.0,91.0
3742,2023-01-09,completed,cleaning,36,124.0,76.0
10637,2023-01-09,cancelled,business_cleaning,317,116.0,97.0
16129,2023-01-09,cancelled,cleaning,1621,137.0,110.0
13589,2023-01-09,completed,heavy_cleaning,2825,176.0,159.0
10992,2023-01-09,cancelled,cleaning,,144.0,120.0
21320,2023-01-09,cancelled,cleaning,115,176.0,111.0
24187,2023-01-09,completed,cleaning,1914,126.0,100.0
6070,2023-01-09,cancelled,cleaning,2283,187.0,154.0
29377,2023-01-09,completed,cleaning,2435,123.0,113.0
6158,2023-01-09,cancelled,cleaning,,166.0,132.0
30665,2023-01-09,completed,furniture_assembly,1951,155.0,112.0
3840,2023-01-09,completed,cleaning,133,122.0,92.0
3955,2023-01-09,cancelled,cleaning,,95.0,69.0
27576,2023-01-09,completed,cleaning,264,161.0,99.0
2426,2023-01-09,completed,cleaning,1149,91.0,65.0
30749,2023-01-09,cancelled,cleaning,,154.0,159.0
30720,2023-01-09,completed,cleaning,2691,124.0,96.0
30600,2023-01-09,completed,cleaning,294,118.0,77.0
30667,2023-01-09,completed,furniture_assembly,577,45.0,25.0
30862,2023-01-09,completed,furniture_assembly,577,92.0,82.0
1030,2023-01-09,cancelled,business_cleaning,,175.0,111.0
13427,2023-01-09,completed,cleaning,317,144.0,131.0
3833,2023-01-09,completed,cleaning,2345,171.0,147.0
29791,2023-01-09,completed,furniture_assembly,1418,31.0,30.0
3805,2023-01-09,completed,cleaning,150,92.0,61.0
5562,2023-01-09,completed,cleaning,2312,127.0,101.0
20569,2023-01-09,completed,cleaning,2681,136.0,111.0
30849,2023-01-09,completed,heavy_cleaning,1138,173.0,176.0
13391,2023-01-09,completed,ironing,494,106.0,72.0
3443,2023-01-09,cancelled,cleaning,,186.0,143.0
16743,2023-01-09,cancelled,cleaning,,107.0,78.0
13237,2023-01-09,completed,cleaning,2353,112.0,109.0
30796,2023-01-09,completed,cleaning,1621,121.0,90.0
30938,2023-01-09,completed,cleaning,1528,122.0,103.0
5478,2023-01-09,completed,cleaning,2671,82.0,54.0
31408,2023-01-10,completed,heavy_cleaning,504,193.0,170.0
31248,2023-01-10,completed,cleaning,2621,188.0,162.0
14394,2023-01-10,completed,business_cleaning,448,108.0,87.0
14539,2023-01-10,completed,business_cleaning,841,141.0,94.0
7066,2023-01-10,cancelled,ironing,,158.0,133.0
28313,2023-01-10,completed,cleaning,1607,96.0,97.0
1202,2023-01-10,cancelled,cleaning,,149.0,116.0
13930,2023-01-10,cancelled,cleaning,,136.0,101.0
31248,2023-01-10,completed,cleaning,429,183.0,170.0
14640,2023-01-10,completed,cleaning,1847,150.0,117.0
13851,2023-01-10,cancelled,cleaning,,106.0,58.0
14083,2023-01-10,completed,cleaning,1944,100.0,79.0
14453,2023-01-10,cancelled,cleaning,1413,154.0,113.0
15131,2023-01-10,cancelled,ironing,2917,116.0,85.0
31022,2023-01-10,completed,cleaning,2294,159.0,109.0
31663,2023-01-10,completed,cleaning,2401,194.0,170.0
4976,2023-01-10,completed,cleaning,344,152.0,115.0
31576,2023-01-10,completed,cleaning,1424,151.0,104.0
8957,2023-01-10,cancelled,cleaning,2372,162.0,125.0
16603,2023-01-10,completed,cleaning,2901,185.0,153.0
25503,2023-01-10,completed,cleaning,1632,184.0,122.0
5912,2023-01-10,cancelled,ironing,,127.0,78.0
5163,2023-01-10,completed,cleaning,1464,187.0,147.0
14100,2023-01-10,completed,cleaning,1642,151.0,128.0
14213,2023-01-10,cancelled,cleaning,1569,146.0,116.0
4042,2023-01-10,cancelled,cleaning,1398,126.0,90.0
4186,2023-01-10,cancelled,cleaning,1444,135.0,107.0
7302,2023-01-10,cancelled,cleaning,,107.0,78.0
31327,2023-01-10,completed,pre_moving_cleaning,1742,212.0,183.0
14497,2023-01-10,completed,cleaning,570,109.0,76.0
14492,2023-01-10,completed,cleaning,207,100.0,86.0
4294,2023-01-10,completed,cleaning,1928,145.0,117.0
3972,2023-01-10,cancelled,cleaning,,134.0,103.0
9040,2023-01-10,cancelled,cleaning,,229.0,203.0
2700,2023-01-10,cancelled,heavy_cleaning,,210.0,192.0
21648,2023-01-10,completed,cleaning,2888,136.0,127.0
31663,2023-01-10,completed,cleaning,1708,179.0,166.0
14361,2023-01-10,completed,cleaning,2712,161.0,135.0
31472,2023-01-10,completed,cleaning,98,180.0,157.0
3684,2023-01-10,cancelled,heavy_cleaning,,199.0,165.0
30521,2023-01-10,completed,cleaning,488,133.0,98.0
6588,2023-01-10,cancelled,business_cleaning,324,142.0,114.0
31169,2023-01-10,completed,cleaning,2789,102.0,114.0
14677,2023-01-10,cancelled,cleaning,,142.0,121.0
26460,2023-01-10,completed,cleaning,2124,139.0,123.0
2057,2023-01-10,completed,cleaning,1837,135.0,77.0
1650,2023-01-10,cancelled,heavy_cleaning,,182.0,160.0
31008,2023-01-10,completed,cleaning,2303,179.0,125.0
2990,2023-01-10,completed,cleaning,424,96.0,77.0
8654,2023-01-10,cancelled,cleaning,,108.0,72.0
12199,2023-01-10,completed,heavy_cleaning,1264,164.0,170.0
918,2023-01-10,cancelled,heavy_cleaning,,207.0,183.0
11663,2023-01-10,cancelled,cleaning,,143.0,100.0
30801,2023-01-10,completed,heavy_cleaning,1167,228.0,192.0
8023,2023-01-10,completed,business_cleaning,216,212.0,139.0
26380,2023-01-10,completed,furniture_assembly,,140.0,117.0
32620,2023-01-10,cancelled,express_cleaning,,25.0,17.0
8151,2023-01-10,cancelled,cleaning,1851,178.0,143.0
17795,2023-01-10,completed,cleaning,2046,93.0,102.0
14546,2023-01-10,cancelled,cleaning,2074,134.0,104.0
30208,2023-01-10,completed,cleaning,901,176.0,143.0
14506,2023-01-10,completed,cleaning,2419,92.0,92.0
7546,2023-01-10,cancelled,cleaning,,92.0,76.0
1053,2023-01-10,cancelled,cleaning,,106.0,64.0
31026,2023-01-10,completed,cleaning,2519,161.0,148.0
26234,2023-01-10,cancelled,cleaning,,159.0,138.0
31093,2023-01-10,completed,cleaning,1238,85.0,100.0
33375,2023-01-10,completed,cleaning,1606,134.0,108.0
1149,2023-01-10,cancelled,heavy_cleaning,1898,213.0,159.0
5885,2023-01-10,completed,cleaning,319,132.0,110.0
31902,2023-01-10,completed,cleaning,2154,130.0,110.0
31349,2023-01-10,completed,business_cleaning,1151,145.0,89.0
31887,2023-01-10,cancelled,cleaning,1978,159.0,126.0
32015,2023-01-10,completed,ironing,1647,178.0,146.0
22210,2023-01-10,completed,cleaning,2755,114.0,114.0
3516,2023-01-10,completed,cleaning,2653,170.0,124.0
10751,2023-01-10,completed,cleaning,665,68.0,63.0
4536,2023-01-10,cancelled,cleaning,1471,15.0,113.0
15724,2023-01-10,completed,cleaning,2467,101.0,56.0
2446,2023-01-10,cancelled,cleaning,,138.0,91.0
30112,2023-01-10,completed,cleaning,1830,119.0,87.0
26767,2023-01-10,completed,cleaning,2453,155.0,136.0
1785,2023-01-10,cancelled,cleaning,,61.0,41.0
2008,2023-01-10,completed,cleaning,2388,165.0,166.0
31662,2023-01-10,completed,ironing,2179,72.0,58.0
3683,2023-01-10,cancelled,cleaning,,165.0,124.0
4149,2023-01-10,completed,cleaning,1814,130.0,109.0
30834,2023-01-10,completed,cleaning,2339,147.0,91.0
32074,2023-01-10,completed,furniture_assembly,724,92.0,54.0
10469,2023-01-10,cancelled,cleaning,1190,120.0,85.0
2700,2023-01-10,cancelled,heavy_cleaning,245,221.0,171.0
26263,2023-01-10,completed,cleaning,2188,124.0,98.0
14424,2023-01-10,completed,cleaning,2277,105.0,81.0
1784,2023-01-10,cancelled,cleaning,,169.0,124.0
31327,2023-01-10,completed,pre_moving_cleaning,1466,198.0,183.0
26565,2023-01-10,cancelled,business_cleaning,,120.0,123.0
16138,2023-01-10,cancelled,cleaning,2878,107.0,72.0
30834,2023-01-10,completed,cleaning,408,126.0,88.0
32081,2023-01-10,completed,ironing,2657,125.0,108.0
510,2023-01-10,cancelled,cleaning,,151.0,122.0
24286,2023-01-10,cancelled,cleaning,2659,164.0,138.0
7464,2023-01-10,cancelled,cleaning,,142.0,102.0
21930,2023-01-10,cancelled,cleaning,,149.0,151.0
14645,2023-01-10,completed,cleaning,183,115.0,91.0
14283,2023-01-10,cancelled,cleaning,,164.0,104.0
31140,2023-01-10,completed,furniture_assembly,454,190.0,163.0
2853,2023-01-10,cancelled,cleaning,780,69.0,64.0
2423,2023-01-11,cancelled,cleaning,,86.0,66.0
4326,2023-01-11,completed,ironing,1086,116.0,87.0
15071,2023-01-11,completed,heavy_cleaning,1087,195.0,180.0
3734,2023-01-11,completed,cleaning,468,115.0,78.0
32117,2023-01-11,completed,cleaning,2459,128.0,110.0
32386,2023-01-11,cancelled,furniture_assembly,605,229.0,161.0
30593,2023-01-11,completed,furniture_assembly,1129,129.0,70.0
1185,2023-01-11,completed,cleaning,350,134.0,107.0
381,2023-01-11,cancelled,ironing,,86.0,56.0
4011,2023-01-11,completed,cleaning,2126,187.0,143.0
25718,2023-01-11,completed,cleaning,750,95.0,72.0
4133,2023-01-11,completed,cleaning,160,123.0,73.0
991,2023-01-11,completed,cleaning,36,64.0,72.0
32570,2023-01-11,completed,heavy_cleaning,1330,250.0,234.0
15106,2023-01-11,completed,cleaning,1928,114.0,81.0
32482,2023-01-11,completed,cleaning,1732,130.0,125.0
14990,2023-01-11,completed,business_cleaning,1119,183.0,124.0
4243,2023-01-11,cancelled,cleaning,,76.0,75.0
29555,2023-01-11,cancelled,cleaning,,142.0,124.0
6052,2023-01-11,completed,cleaning,69,157.0,137.0
11210,2023-01-11,completed,cleaning,1621,105.0,63.0
32503,2023-01-11,cancelled,furniture_assembly,,79.0,53.0
2575,2023-01-11,completed,cleaning,182,195.0,141.0
5363,2023-01-11,completed,cleaning,2464,119.0,92.0
32076,2023-01-11,cancelled,cleaning,,172.0,106.0
4962,2023-01-11,cancelled,heavy_cleaning,36,230.0,183.0
13963,2023-01-11,completed,cleaning,1891,165.0,160.0
32281,2023-01-11,completed,cleaning,2406,124.0,113.0
4212,2023-01-11,completed,cleaning,364,158.0,96.0
4252,2023-01-11,completed,cleaning,1854,168.0,116.0
32612,2023-01-11,completed,furniture_assembly,690,110.0,73.0
4179,2023-01-11,completed,cleaning,1622,171.0,124.0
1250,2023-01-11,completed,cleaning,1519,142.0,124.0
32719,2023-01-11,completed,ironing,2514,92.0,47.0
32208,2023-01-11,completed,cleaning,2264,208.0,140.0
4309,2023-01-11,cancelled,cleaning,,187.0,148.0
1083,2023-01-11,completed,cleaning,1308,127.0,93.0
32293,2023-01-11,completed,cleaning,2171,97.0,76.0
13431,2023-01-11,cancelled,cleaning,,181.0,145.0
4298,2023-01-11,completed,cleaning,926,193.0,134.0
17509,2023-01-11,cancelled,cleaning,329,161.0,124.0
